Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S56278483,American Avocet,Recurvirostra americana,5706,20,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-09-21,01:49 PM,eBird - Traveling Count,41,1,.644,,7,,,"80 degrees, overcast, light north breeze.",
S24378244,American Avocet,Recurvirostra americana,5706,X,US-CA,Santa Clara,L231517,Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible),37.4541093,-121.974181,2017-04-21,11:50 AM,eBird - Traveling Count,97,1,1.931,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S27192125,American Oystercatcher,Haematopus palliatus,5725,2,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2019-05-14,12:20 PM,eBird - Traveling Count,115,1,1.609,,1,,Seen from the pier,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S40578208,American Oystercatcher,Haematopus palliatus,5725,2,US-TX,Aransas,L6483989,"43780–44278 Brownsville Port Isabel Hwy, Port Isabel US-TX (26.0095,-97.2864)",26.009524,-97.286367,2017-07-04,02:08 PM,eBird - Casual Observation,,0,,,1,,,,
S73435538,American Oystercatcher,Haematopus palliatus,5725,2,US-TX,Fort Bend,L12263104,"Port Aransas Beach, Port Aransas US-TX 27.81112, -97.06847",27.81112,-97.06847,2014-10-10,03:30 PM,eBird - Traveling Count,70,1,.982,,1,,,,
S38340341,Black Oystercatcher,Haematopus bachmani,5732,3,US-CA,San Francisco,L1006665,Lands End,37.7862499,-122.5063992,2018-03-29,03:40 PM,eBird - Traveling Count,100,1,1.609,,1,,,,
S38365653,Black Oystercatcher,Haematopus bachmani,5732,1,US-CA,Santa Cruz,L4025088,Coast Dairies SP--coastal area SE of Bonny Doon Rd.,36.9945667,-122.1711445,2017-05-12,04:30 PM,eBird - Casual Observation,,0,,,1,,,,
S62753949,Black-bellied Plover,Pluvialis squatarola,5737,4,US-TX,Aransas,L283726,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,2018-02-04,04:37 PM,eBird - Traveling Count,22,1,.55,,1,,,,
S36172944,Black-bellied Plover,Pluvialis squatarola,5737,3,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2016-03-24,01:10 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S27195313,Black-bellied Plover,Pluvialis squatarola,5737,6,US-TX,Fort Bend,L793778,Port Aransas Nature Preserve at Charlie's Pasture,27.8327765,-97.0873833,2019-05-14,04:52 PM,eBird - Traveling Count,56,1,.966,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S54581782,American Golden-Plover,Pluvialis dominica,5741,43,US-TX,Brazoria,L366519,Lewisville Lake Park,33.0703978,-96.9915962,2017-12-23,09:58 AM,eBird - Traveling Count,34,1,1.609,,1,,,,
S29156554,Snowy Plover,Charadrius nivosus,5830,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S30231534,Wilson's Plover,Charadrius wilsonia,5835,1,US-TX,Galveston,L1323843,Rockport- Port Bay Road,28.0221362,-97.127037,2014-01-18,05:00 PM,eBird - Traveling Count,25,1,1.207,,1,,,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65",
S36175201,Wilson's Plover,Charadrius wilsonia,5835,2,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S29156554,Semipalmated Plover,Charadrius semipalmatus,5843,5,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S73435538,Semipalmated Plover,Charadrius semipalmatus,5843,2,US-TX,Fort Bend,L12263104,"Port Aransas Beach, Port Aransas US-TX 27.81112, -97.06847",27.81112,-97.06847,2014-10-10,03:30 PM,eBird - Traveling Count,70,1,.982,,1,,,,
S29156554,Piping Plover,Charadrius melodus,5846,40,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S26676541,Killdeer,Charadrius vociferus,5866,3,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S67680025,Killdeer,Charadrius vociferus,5866,1,US-TX,Comal,L11225389,Double Eagle Ranch Dr. (Private),30.1569812,-97.4866146,2019-05-11,07:35 AM,eBird - Traveling Count,55,1,1.609,,1,,,"68 degrees, clear sky, little to no wind.",
S59397701,Killdeer,Charadrius vociferus,5866,1,US-TX,Dallas,L783521,Crescent Bend Nature Park (Bexar Co.),29.5502272,-98.2325739,2018-04-23,07:46 AM,eBird - Traveling Count,82,1,3.086,,1,,,,
S40836357,Killdeer,Charadrius vociferus,5866,1,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S17510369,Killdeer,Charadrius vociferus,5866,X,US-TX,Denton,L1197426,Big Bend NP--Road b/w Cottonwood Campground & Santa Elena Canyon,29.1586075,-103.5528374,2016-02-19,07:00 AM,eBird - Casual Observation,0,1,,,5,,,,
S19063988,Killdeer,Charadrius vociferus,5866,1,US-TX,Aransas,L273764,Hugh Ramsey Park (Harlingen Arroyo Colorado) WBC (LTC 026),26.1857402,-97.6641657,2019-09-28,09:15 AM,eBird - Traveling Count,105,1,2.414,,2,,,Overcast sky,
S29147372,Killdeer,Charadrius vociferus,5866,2,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2018-10-19,07:15 AM,eBird - Traveling Count,132,1,4.023,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38185895,Killdeer,Charadrius vociferus,5866,1,US-AZ,Coconino,L269402,Kaibab NF--Kaibab Lake,35.2845,-112.155,2020-07-01,05:55 AM,eBird - Traveling Count,110,1,.805,,1,,,,
S24529998,Killdeer,Charadrius vociferus,5866,1,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2016-04-22,07:00 PM,eBird - Stationary Count,30,1,,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S28373572,Killdeer,Charadrius vociferus,5866,2,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2016-04-05,06:02 PM,eBird - Traveling Count,37,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S53651279,Killdeer,Charadrius vociferus,5866,9,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S54580292,Killdeer,Charadrius vociferus,5866,1,US-TX,Brazoria,L1050285,Lewisville Lake Environmental Learning Area (LLELA),33.0662579,-96.9750008,2017-12-23,08:28 AM,eBird - Traveling Count,68,1,5.529,,1,,,,
S38161400,Killdeer,Charadrius vociferus,5866,1,US-NM,Dona Ana,L6092041,Mesilla Hills Dr,32.266268,-106.83758,2017-04-15,07:05 AM,eBird - Traveling Count,20,1,.161,,2,,,,
S18494951,Killdeer,Charadrius vociferus,5866,1,US-TX,Chambers,L141106,Brazos Bend SP (UTC 117),29.3735739,-95.6230259,2018-12-26,05:15 PM,eBird - Traveling Count,150,1,3.219,,4,,,,
S36180912,Killdeer,Charadrius vociferus,5866,1,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2016-03-24,03:55 PM,eBird - Traveling Count,137,1,.322,,2,,,,
S33586916,Killdeer,Charadrius vociferus,5866,1,US-TX,Nueces,L257187,Bear Creek Park (UTC 097),29.8247288,-95.6288409,2018-02-03,02:00 PM,eBird - Traveling Count,70,1,.805,,1,,,,
S35030290,Killdeer,Charadrius vociferus,5866,2,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S29307019,Killdeer,Charadrius vociferus,5866,1,US-TX,Fort Bend,L225644,"Holt Paradise Pond, Port Aransas",27.8342117,-97.0720157,2014-05-20,02:08 PM,eBird - Traveling Count,35,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S24402108,Killdeer,Charadrius vociferus,5866,1,US-CA,San Francisco,L1004802,Presidio--Crissy Field Lagoon,37.8047658,-122.4562311,2017-07-28,12:32 PM,eBird - Traveling Count,25,1,1.127,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S65224353,Killdeer,Charadrius vociferus,5866,2,US-TX,Bexar,L122362,Village Creek Drying Beds (PPW-W 083),32.7842795,-97.1266181,2017-07-25,05:26 PM,eBird - Traveling Count,30,1,.851,,1,,,,
S46851216,Killdeer,Charadrius vociferus,5866,1,US-TX,Collin,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2019-03-10,08:14 AM,eBird - Traveling Count,58,1,2.647,,1,,,"83 degrees, partly cloudy, little to no wind.",
S34128948,Mountain Plover,Charadrius montanus,5870,4,US-TX,Collin,L294849,Granger Lake Area (HOTE 031),30.7001608,-97.3597466,2017-01-11,07:28 AM,eBird - Traveling Count,155,1,32.187,,2,,"On CR 356, right between 347 and 348",,47316651
S27709055,Northern Jacana,Jacana spinosa,5913,1,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2016-05-12,12:07 PM,eBird - Traveling Count,146,1,1.609,,1,,"Pintail Lake 3, very back corner of the lake. Seen at about 2:10pm with a dozen other birders.","<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38458990,Upland Sandpiper,Bartramia longicauda,5929,4,US-TX,Hidalgo,L1526778,Chambers Co.--S. Pear Orchard Rd,29.6808407,-94.4890905,2019-08-05,07:10 AM,eBird - Traveling Count,280,1,2.414,,1,,"Flyovers, vocalizing","Mostly staked out FM 1985 at the creek, just east of Pear Orchard Road",
S31013821,Upland Sandpiper,Bartramia longicauda,5929,1,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2020-11-20,07:45 PM,eBird - Casual Observation,0,0,,,1,,"Flyover, heard only","<br />Submitted from eBird for iOS, version 1.2.5 Build 73",
S36169788,Whimbrel,Numenius phaeopus,5931,2,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-03-24,08:22 AM,eBird - Traveling Count,155,1,2.414,,1,,,,
S36184993,Whimbrel,Numenius phaeopus,5931,30,US-TX,Harris,L129098,High Island--Smith Oaks Sanctuary (UTC 052),29.573681,-94.3898535,2016-03-24,07:18 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S31872803,Long-billed Curlew,Numenius americanus,5941,1,US-TX,Aransas,L770565,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,2019-04-04,11:00 AM,eBird - Traveling Count,33,1,.161,,1,,,,
S40841423,Long-billed Curlew,Numenius americanus,5941,1,US-TX,Harris,L6524047,Estuary Ct,29.096478,-95.108236,2019-05-10,09:42 AM,eBird - Traveling Count,8,1,.402,,1,,,,
S35049570,Long-billed Curlew,Numenius americanus,5941,6,US-TX,Brewster,L336009,National Butterfly Center--General & area North of Levee,26.1796025,-98.3664483,2017-07-18,03:00 PM,eBird - Casual Observation,,0,,,1,,Plowed field just north of the main parking lot,,
S30789905,Long-billed Curlew,Numenius americanus,5941,1,US-TX,Fort Bend,L3153221,Mustang Isl.--Wilson's Cut,27.741861,-97.14944,2019-07-04,08:45 AM,eBird - Traveling Count,20,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.2.2 Build 70",31483011
S24402108,Long-billed Curlew,Numenius americanus,5941,1,US-CA,San Francisco,L1004802,Presidio--Crissy Field Lagoon,37.8047658,-122.4562311,2017-07-28,12:32 PM,eBird - Traveling Count,25,1,1.127,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S36169788,Hudsonian Godwit,Limosa haemastica,5968,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-03-24,08:22 AM,eBird - Traveling Count,155,1,2.414,,1,,,,
S86242157,Marbled Godwit,Limosa fedoa,5971,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-12-24,08:10 AM,eBird - Traveling Count,186,1,10.789,,1,,,,
S29156554,Marbled Godwit,Limosa fedoa,5971,2,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S71205953,Marbled Godwit,Limosa fedoa,5971,2,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-03-25,06:45 PM,eBird - Traveling Count,20,1,.322,,2,,,,
S24402108,Marbled Godwit,Limosa fedoa,5971,1,US-CA,San Francisco,L1004802,Presidio--Crissy Field Lagoon,37.8047658,-122.4562311,2017-07-28,12:32 PM,eBird - Traveling Count,25,1,1.127,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S27192125,Ruddy Turnstone,Arenaria interpres,5976,6,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2019-05-14,12:20 PM,eBird - Traveling Count,115,1,1.609,,1,,All near the pier,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S41031160,Ruddy Turnstone,Arenaria interpres,5976,7,US-TX,Cameron,L619020,Surfside Beach & Jetty (UTC 106),28.9381014,-95.295217,2018-06-28,08:48 AM,eBird - Traveling Count,170,1,1.448,,1,,,,
S62753017,Ruddy Turnstone,Arenaria interpres,5976,1,US-TX,Aransas,L770565,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,2018-02-04,02:55 PM,eBird - Traveling Count,93,1,1.287,,1,,,,
S29156554,Ruddy Turnstone,Arenaria interpres,5976,4,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S73435538,Ruddy Turnstone,Arenaria interpres,5976,8,US-TX,Fort Bend,L12263104,"Port Aransas Beach, Port Aransas US-TX 27.81112, -97.06847",27.81112,-97.06847,2014-10-10,03:30 PM,eBird - Traveling Count,70,1,.982,,1,,,,
S36175201,Red Knot,Calidris canutus,5985,2,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S36169788,Stilt Sandpiper,Calidris himantopus,6001,4,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-03-24,08:22 AM,eBird - Traveling Count,155,1,2.414,,1,,,,
S36184027,Stilt Sandpiper,Calidris himantopus,6001,8,US-TX,Harris,L3558020,High Island--Oilfield Road SE (access revoked),29.553829,-94.383573,2016-03-24,06:20 PM,eBird - Traveling Count,42,1,1.609,,2,,,,
S56278483,Stilt Sandpiper,Calidris himantopus,6001,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-09-21,01:49 PM,eBird - Traveling Count,41,1,.644,,7,,,"80 degrees, overcast, light north breeze.",
S30785848,Sanderling,Calidris alba,6007,20,US-TX,Galveston,L775210,St. Joseph's Island--North Jetty (Aransas Co.),27.8374443,-97.0411205,2017-11-25,04:30 PM,eBird - Traveling Count,75,0,1.609,,1,,,"Birded San Jose Island from the beach. Numbers are estimates. <br />Submitted from eBird for iOS, version 1.2.2 Build 70",
S41031160,Sanderling,Calidris alba,6007,125,US-TX,Cameron,L619020,Surfside Beach & Jetty (UTC 106),28.9381014,-95.295217,2018-06-28,08:48 AM,eBird - Traveling Count,170,1,1.448,,1,,,,
S29156554,Sanderling,Calidris alba,6007,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S85765794,Sanderling,Calidris alba,6007,2,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2015-10-09,05:20 PM,eBird - Traveling Count,66,1,1.028,,2,,,"60 degrees, strong northern wind.",
S36169788,Dunlin,Calidris alpina,6010,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-03-24,08:22 AM,eBird - Traveling Count,155,1,2.414,,1,,,,
S36175201,Dunlin,Calidris alpina,6010,75,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S56276457,Dunlin,Calidris alpina,6010,4,US-TX,Fort Bend,L1344227,Charlie's Pasture South Boardwalk (off TX-361),27.81398,-97.080079,2016-09-21,01:28 PM,eBird - Stationary Count,8,1,,,7,,,,
S38905297,Least Sandpiper,Calidris minutilla,6035,X,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2016-04-13,09:33 AM,eBird - Traveling Count,75,1,1.609,,4,,,"77-82 degrees. Mostly clear skies, little to no breeze.",
S41031160,Least Sandpiper,Calidris minutilla,6035,18,US-TX,Cameron,L619020,Surfside Beach & Jetty (UTC 106),28.9381014,-95.295217,2018-06-28,08:48 AM,eBird - Traveling Count,170,1,1.448,,1,,,,
S36169788,Least Sandpiper,Calidris minutilla,6035,4,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-03-24,08:22 AM,eBird - Traveling Count,155,1,2.414,,1,,,,
S24535534,Least Sandpiper,Calidris minutilla,6035,2,US-TX,Tarrant,L207868,Heard Nat. Sci. Mus.& Wildlife Sanct,33.1584503,-96.6153376,2016-04-23,08:56 AM,eBird - Traveling Count,105,1,3.219,,2,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S41295224,Least Sandpiper,Calidris minutilla,6035,1,US-TX,Bastrop,L270567,White Rock Lake & Old Fish Hatchery (PPW-W 086),32.8156276,-96.7264652,2016-02-05,03:36 PM,eBird - Traveling Count,74,1,1.207,,1,,,,
S54581782,Least Sandpiper,Calidris minutilla,6035,4,US-TX,Brazoria,L366519,Lewisville Lake Park,33.0703978,-96.9915962,2017-12-23,09:58 AM,eBird - Traveling Count,34,1,1.609,,1,,,,
S44824088,Least Sandpiper,Calidris minutilla,6035,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2017-12-24,09:55 AM,eBird - Traveling Count,54,1,1.609,,2,,,,
S62742246,Least Sandpiper,Calidris minutilla,6035,26,US-TX,Brewster,L259855,Estero Llano Grande SP WBC (LTC 054),26.1268335,-97.9578167,2018-02-04,08:50 AM,eBird - Traveling Count,212,1,4.509,,1,,,"70 degrees, overcast, wind 5-10 mph.",
S29309367,Least Sandpiper,Calidris minutilla,6035,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2014-05-20,02:55 PM,eBird - Traveling Count,78,1,.322,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S45982507,White-rumped Sandpiper,Calidris fuscicollis,6036,8,US-TX,Collin,L574289,Devine Lake Park,30.5832667,-97.8826046,2021-01-03,10:10 AM,eBird - Traveling Count,29,1,.563,,1,,,"78 degrees, partly cloudy, slight breeze.",
S38905297,Pectoral Sandpiper,Calidris melanotos,6040,2,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2016-04-13,09:33 AM,eBird - Traveling Count,75,1,1.609,,4,,,"77-82 degrees. Mostly clear skies, little to no breeze.",
S44788180,Pectoral Sandpiper,Calidris melanotos,6040,2,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S36175201,Semipalmated Sandpiper,Calidris pusilla,6043,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S56278483,Semipalmated Sandpiper,Calidris pusilla,6043,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-09-21,01:49 PM,eBird - Traveling Count,41,1,.644,,7,,,"80 degrees, overcast, light north breeze.",
S27192125,Western Sandpiper,Calidris mauri,6045,2,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2019-05-14,12:20 PM,eBird - Traveling Count,115,1,1.609,,1,,Under the pier,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S36172944,Western Sandpiper,Calidris mauri,6045,1,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2016-03-24,01:10 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S56278483,Western Sandpiper,Calidris mauri,6045,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-09-21,01:49 PM,eBird - Traveling Count,41,1,.644,,7,,,"80 degrees, overcast, light north breeze.",
S73435538,Semipalmated/Western Sandpiper,Calidris pusilla/mauri,6046,3,US-TX,Fort Bend,L12263104,"Port Aransas Beach, Port Aransas US-TX 27.81112, -97.06847",27.81112,-97.06847,2014-10-10,03:30 PM,eBird - Traveling Count,70,1,.982,,1,,,,
S85753007,Short-billed Dowitcher,Limnodromus griseus,6050,3,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2015-10-09,01:21 PM,eBird - Traveling Count,158,1,7.725,,1,,,,
S29156554,Short-billed Dowitcher,Limnodromus griseus,6050,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S56278483,Short-billed Dowitcher,Limnodromus griseus,6050,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-09-21,01:49 PM,eBird - Traveling Count,41,1,.644,,7,,,"80 degrees, overcast, light north breeze.",
S24378244,Short-billed Dowitcher,Limnodromus griseus,6050,1,US-CA,Santa Clara,L231517,Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible),37.4541093,-121.974181,2017-04-21,11:50 AM,eBird - Traveling Count,97,1,1.931,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S59428542,Long-billed Dowitcher,Limnodromus scolopaceus,6054,1,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2021-04-01,07:53 AM,eBird - Traveling Count,168,1,3.621,,1,,Basin 3,,
S27709055,Long-billed Dowitcher,Limnodromus scolopaceus,6054,X,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2016-05-12,12:07 PM,eBird - Traveling Count,146,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S134634029,Long-billed Dowitcher,Limnodromus scolopaceus,6054,25,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2017-07-23,01:46 PM,eBird - Traveling Count,71,1,.542,,1,,,,
S85753007,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,6055,6,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2015-10-09,01:21 PM,eBird - Traveling Count,158,1,7.725,,1,,,,
S86242157,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,6055,20,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-12-24,08:10 AM,eBird - Traveling Count,186,1,10.789,,1,,,,
S36175201,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,6055,30,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2016-03-24,01:50 PM,eBird - Traveling Count,60,1,.483,,2,,,,
S85765794,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,6055,3,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2015-10-09,05:20 PM,eBird - Traveling Count,66,1,1.028,,2,,,"60 degrees, strong northern wind.",
S41027558,American Woodcock,Scolopax minor,6064,1,US-TX,Chambers,L6552589,Highway 90A W,29.535519,-96.031206,2018-06-28,06:37 AM,eBird - Casual Observation,,0,,,1,,Flew across road at twilight. ID by body shape and fluttering flight pattern.,,
S40836357,Wilson's Snipe,Gallinago delicata,6086,1,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S44788180,Wilson's Snipe,Gallinago delicata,6086,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S35030290,Wilson's Snipe,Gallinago delicata,6086,1,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S27195316,Wilson's Snipe,Gallinago delicata,6086,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2019-05-14,03:26 PM,eBird - Traveling Count,69,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S65224353,Wilson's Snipe,Gallinago delicata,6086,6,US-TX,Bexar,L122362,Village Creek Drying Beds (PPW-W 083),32.7842795,-97.1266181,2017-07-25,05:26 PM,eBird - Traveling Count,30,1,.851,,1,,,,
S34128948,Wilson's Snipe,Gallinago delicata,6086,8,US-TX,Collin,L294849,Granger Lake Area (HOTE 031),30.7001608,-97.3597466,2017-01-11,07:28 AM,eBird - Traveling Count,155,1,32.187,,2,,"All in one loose group, Aubrey Messer Road",,
S38905297,Wilson's Phalarope,Phalaropus tricolor,6110,1,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2016-04-13,09:33 AM,eBird - Traveling Count,75,1,1.609,,4,,,"77-82 degrees. Mostly clear skies, little to no breeze.",
